"intent","total_jobs","failed_jobs","non_failed_jobs","status_counts_json"
"Sync my connected accounts. Linked accounts in this job: maxpreps, hudl. Target profile: team profile. Collect and add or update all relevant team fields now (identity, schedule, roster context, achievements, recent news, and recruiting records for identifiable prospects). Never invent or fabricate roster players; if source roster data is empty, skip roster writes and report that explicitly. When a recruiting mention identifies a prospect, write a team-linked recruiting record and link it to the athlete account when a valid rostered athlete target exists. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- maxpreps: https://www.maxpreps.com/oh/macedonia/nordonia-knights/football/
- hudl: https://fan.hudl.com/usa/oh/macedonia/organization/13448/nordonia-high-school/team/30054/boys-varsity-football","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: maxpreps, hudl. Target profile: team profile. Collect and add or update all relevant team fields now (identity, schedule, roster context, recruiting updates, achievements, and recent news). Never invent or fabricate roster players; if source roster data is empty, skip roster writes and report that explicitly. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- maxpreps: https://www.maxpreps.com/al/hoover/hoover-buccaneers/football/
- hudl: https://fan.hudl.com/usa/al/hoover/organization/9144/hoover-high-school/team/22016/boys-varsity-football","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: maxpreps, hudl. Target profile: team profile. Collect and add or update all relevant team fields now (identity, schedule, roster context, recruiting updates, achievements, and recent news). Never invent or fabricate roster players; if source roster data is empty, skip roster writes and report that explicitly. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- maxpreps: https://www.maxpreps.com/oh/akron/east-dragons/football/
- hudl: https://fan.hudl.com/usa/oh/akron/organization/14446/east-high-school/team/31053/boys-varsity-football","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: maxpreps, hudl. Target profile: team profile. Collect and add or update all relevant team fields now (identity, schedule, roster context, recruiting updates, achievements, and recent news). Never invent or fabricate roster players; if source roster data is empty, skip roster writes and report that explicitly. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- maxpreps: https://www.maxpreps.com/oh/north-canton/hoover-vikings/football/
- hudl: https://fan.hudl.com/usa/oh/north-canton/organization/2748/hoover-high-school/team/6624/boys-varsity-football","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: maxpreps, instagram. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- maxpreps: https://secure.maxpreps.com/m/member/default.aspx?returnurl=aHR0cHM6Ly93d3cubWF4cHJlcHMuY29tLw%3d%3d
- instagram: https://instagram.com/nowhx53","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: maxpreps, instagram. Target profile: team profile. Collect and add or update all relevant team fields now (identity, schedule, roster context, achievements, recent news, and recruiting records for identifiable prospects). Never invent or fabricate roster players; if source roster data is empty, skip roster writes and report that explicitly. When a recruiting mention identifies a prospect, write a team-linked recruiting record and link it to the athlete account when a valid rostered athlete target exists. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- maxpreps: https://www.maxpreps.com/oh/magnolia/sandy-valley-cardinals/football/
- instagram: https://instagram.com/sv_cardinals_fb","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: maxpreps, instagram. Target profile: team profile. Collect and add or update all relevant team fields now (identity, schedule, roster context, recruiting updates, achievements, and recent news). Never invent or fabricate roster players; if source roster data is empty, skip roster writes and report that explicitly. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- maxpreps: https://www.maxpreps.com/news/writer/jordan-divens/?id=1cdd1844-dfa2-404a-bfba-6fec1db00bf8
- instagram: https://instagram.com/sonngocgo","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: maxpreps, tiktok. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- maxpreps: https://maxpreps.app.link/oRXmPWsT62b
- tiktok: https://tiktok.com/@theyluvmike.2","1","1","0","{""failed"":1}"
"Sync my connected accounts. Linked accounts in this job: maxpreps, twitter. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- maxpreps: https://247sports.com/user/gregbaker2/
- twitter: @_Greg_Baker1","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: maxpreps, twitter. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- maxpreps: https://247sports.com/user/malachigithua/
- twitter: @StaydownKg","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: maxpreps, x. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- maxpreps: https://N/A
- x: https://x.com/Dyloncoleman28","1","1","0","{""failed"":1}"
"Sync my connected accounts. Linked accounts in this job: maxpreps, x. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- maxpreps: https://www.maxpreps.com/ca/shafter/shafter-generals/athletes/ezekiel-osborne/?careerid=ovo91tjltc9bb
- x: https://x.com/ezekielosborne1","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: maxpreps, x. Target profile: team profile. Collect and add or update all relevant team fields now (identity, schedule, roster context, recruiting updates, achievements, and recent news). Never invent or fabricate roster players; if source roster data is empty, skip roster writes and report that explicitly. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- maxpreps: https://www.maxpreps.com/tx/coppell/coppell-cowboys/football/
- x: https://x.com/coppellfootball","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: maxpreps. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- maxpreps: https://www.maxpreps.com/az/phoenix/maryvale-panthers/athletes/adrain-stubbs/?careerid=bnbf4gt7mdu77","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: maxpreps. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- maxpreps: https://www.maxpreps.com/ca/shafter/shafter-generals/athletes/ezekiel-osborne/?careerid=ovo91tjltc9bb","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: maxpreps. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- maxpreps: https://www.maxpreps.com/tx/desoto/desoto-fighting-eagles/athletes/sarod-baker/?careerid=3onronb7r8d77","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: maxpreps. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- maxpreps: https://www.maxpreps.com/tx/timpson/timpson-bears/athletes/terry-bussey/?careerid=2hrjpuai20fqa","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: maxpreps. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- maxpreps: https://www.maxpreps.com/tx/wall/wall-hawks/athletes/jacob-braden/?careerid=0ekfhhhutv800","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: maxpreps. Target profile: team profile. Collect and add or update all relevant team fields now (identity, schedule, roster context, recruiting updates, achievements, and recent news). Never invent or fabricate roster players; if source roster data is empty, skip roster writes and report that explicitly. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- maxpreps: https://www.maxpreps.com/co/berthoud/berthoud-spartans/athletes/jackson-bridges/?careerid=ecfu06vb7ipsc","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: sportsrecruits, x. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- sportsrecruits: https://my.sportsrecruits.com/athlete/kelsie_moran2
- x: https://x.com/KelsieMoranVB2027","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: sportsrecruits. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- sportsrecruits: https://app.sportsrecruits.com/dashboard","1","0","1","{""awaiting_input"":1}"
"Sync my connected accounts. Linked accounts in this job: tiktok, facebook. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- tiktok: https://tiktok.com/@justnoah66
- facebook: https://www.facebook.com/profile.php?id=100079760240286","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: tiktok. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- tiktok: @Lamine_soumahjr","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: tiktok. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- tiktok: @lulrell7","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: tiktok. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- tiktok: @msiwek_1","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: twitter, instagram. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- twitter: @AlyssaAiello29
- instagram: Alyssaaiellovb29","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: twitter, instagram. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- twitter: @Anthonytenuto_
- instagram: Anthonytenuto_","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: twitter, instagram. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- twitter: @CurnesJoshua
- instagram: Jcurnes24","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: twitter, instagram. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- twitter: @Escarbrough21
- instagram: e.scarbrough21","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: twitter, instagram. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- twitter: @Evan_Rupinta
- instagram: evancito11","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: twitter, instagram. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- twitter: @Isaiahhoopsx
- instagram: walkdown._zaiah","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: twitter, instagram. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- twitter: @Jacob34Ramos
- instagram: Hat4d.jake","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: twitter, instagram. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- twitter: @Lamine_soumah27
- instagram: lamine_soumah_jr","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: twitter, instagram. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- twitter: @MasonSiwek
- instagram: Mason44","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: twitter, instagram. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- twitter: @Ricky13fer
- instagram: Rickyfernandez002","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: twitter, instagram. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- twitter: @armond_gadson
- instagram: a11_2tuff","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: twitter, instagram. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- twitter: @corbin_hoover66
- instagram: Corbin.hoove08","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: twitter, instagram. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- twitter: @jamal_jones4
- instagram: jamal.jones4","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: twitter, instagram. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- twitter: @lhmedeiros09
- instagram: l.u.i.z.000","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: twitter, instagram. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- twitter: @strxpemmir
- instagram: sakchasermir","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: twitter. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- twitter: @JJSantiago08","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: twitter. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- twitter: @Ngoode2026","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: twitter. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- twitter: jmun011","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: x, hudl. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- x: https://x.com/M1nextup
- hudl: https://www.hudl.com/profile/23096371/Michael-Mull","1","1","0","{""failed"":1}"
"Sync my connected accounts. Linked accounts in this job: x, hudl. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- x: https://x.com/NoahWal12018276
- hudl: http://www.hudl.com/profile/30520624","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: x, hudl. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- x: https://x.com/antwann_jr
- hudl: https://www.hudl.com/profile/13789796/Antwann-Hill-Jr","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: x, hudl. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- x: https://x.com/devmonster
- hudl: https://hudl.com/nns","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: x, hudl. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- x: https://x.com/nns1807
- hudl: https://www.hudl.com/profile/3850048/John-Keller","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: x, hudl. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- x: https://x.com/tatumbrayl91888
- hudl: http://www.hudl.com/profile/22455127","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: x, hudl. Target profile: team profile. Collect and add or update all relevant team fields now (identity, schedule, roster context, achievements, recent news, and recruiting records for identifiable prospects). Never invent or fabricate roster players; if source roster data is empty, skip roster writes and report that explicitly. When a recruiting mention identifies a prospect, write a team-linked recruiting record and link it to the athlete account when a valid rostered athlete target exists. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- x: https://x.com/SV_Cardinals_FB
- hudl: https://www.hudl.com/team/v2/32147/Boys-Varsity-Football","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: x, hudl. Target profile: team profile. Collect and add or update all relevant team fields now (identity, schedule, roster context, recruiting updates, achievements, and recent news). Never invent or fabricate roster players; if source roster data is empty, skip roster writes and report that explicitly. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- x: https://x.com/nns1807
- hudl: https://www.hudl.com/profile/3850048/John-Keller","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: x, instagram. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- x: https://x.com/Armondthtguy71
- instagram: https://instagram.com/big_money_71","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: x, instagram. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- x: https://x.com/keymolayemdown
- instagram: https://instagram.com/keymo30x","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: x, instagram. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- x: https://x.com/lulrell123
- instagram: https://instagram.com/lul_rell1","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: x, maxpreps. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- x: https://x.com/kolbylams
- maxpreps: https://maxpreps.app.link/JEMtM3F8p3b","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: x, tiktok. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- x: https://x.com/Teaz55
- tiktok: https://tiktok.com/@teaz_lindsey","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: x. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- x: https://x.com/antwann_jr","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: x. Target profile: team profile. Collect and add or update all relevant team fields now (identity, schedule, roster context, achievements, recent news, and recruiting records for identifiable prospects). Never invent or fabricate roster players; if source roster data is empty, skip roster writes and report that explicitly. When a recruiting mention identifies a prospect, write a team-linked recruiting record and link it to the athlete account when a valid rostered athlete target exists. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- x: https://x.com/AKBuchtelGriffs","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: x. Target profile: team profile. Collect and add or update all relevant team fields now (identity, schedule, roster context, achievements, recent news, and recruiting records for identifiable prospects). Never invent or fabricate roster players; if source roster data is empty, skip roster writes and report that explicitly. When a recruiting mention identifies a prospect, write a team-linked recruiting record and link it to the athlete account when a valid rostered athlete target exists. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- x: https://x.com/BHSArcsFootball","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: x. Target profile: team profile. Collect and add or update all relevant team fields now (identity, schedule, roster context, achievements, recent news, and recruiting records for identifiable prospects). Never invent or fabricate roster players; if source roster data is empty, skip roster writes and report that explicitly. When a recruiting mention identifies a prospect, write a team-linked recruiting record and link it to the athlete account when a valid rostered athlete target exists. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- x: https://x.com/NordKnightFB","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: x. Target profile: team profile. Collect and add or update all relevant team fields now (identity, schedule, roster context, recruiting updates, achievements, and recent news). Never invent or fabricate roster players; if source roster data is empty, skip roster writes and report that explicitly. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- x: https://x.com/BucsFootball","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: x. Target profile: team profile. Collect and add or update all relevant team fields now (identity, schedule, roster context, recruiting updates, achievements, and recent news). Never invent or fabricate roster players; if source roster data is empty, skip roster writes and report that explicitly. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- x: https://x.com/alleastsports","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: x. Target profile: team profile. Collect and add or update all relevant team fields now (identity, schedule, roster context, recruiting updates, achievements, and recent news). Never invent or fabricate roster players; if source roster data is empty, skip roster writes and report that explicitly. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- x: https://x.com/footballhoover","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: youtube, instagram. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- youtube: https://youtube.com/@gk.baconn
- instagram: https://instagram.com/gk.bacon_","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: youtube, instagram. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- youtube: https://youtube.com/@kelsiemoranVolleyball
- instagram: https://instagram.com/KelsieMoranVB","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: youtube, twitter. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- youtube: https://youtube.com/@izayahross2030?si=luRf8AYaPSYTzgU8
- twitter: @IzayahRoss2030","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: youtube. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- youtube: https://youtube.com/@mike2tuff13","1","1","0","{""failed"":1}"
"Tell me again u stopped for some reason","1","0","1","{""completed"":1}"
"Tell me how u can help me","1","0","1","{""completed"":1}"
"Thank you no I wanna make my brother a graphic to post online. He just hit the school record in a discus throw at his last meet. He got the school record and the meat record. How do I go about making a graphic for him on here?","1","0","1","{""completed"":1}"
"These diagrams are not good","1","0","1","{""completed"":1}"
"This isn’t his x profile image and that’s not the correct NXT1 logo","1","0","1","{""completed"":1}"
"Those are the only action shots I have. If it ends up bad I can send a new one","1","0","1","{""completed"":1}"
"Trim from 1- 7s","1","0","1","{""completed"":1}"
"Trim from 1s to 7s","1","0","1","{""completed"":1}"
"Tru pdf version","1","0","1","{""completed"":1}"
"Try the recruiting records again should work now","1","0","1","{""completed"":1}"
"Use his X profile image","1","0","1","{""completed"":1}"
"We face brush high school football lyndhurst football. Do you see there film on NXT 1","1","0","1","{""completed"":1}"
"Weekly Content Plan Check-In for Antwann Hill Jr (QB, Houston County, Class of 2025). Every Monday morning: (1) Review last week's posts and surface engagement data. (2) Generate a Monday training content prompt with a caption hook based on current off-season phase. (3) Remind Antwann of this week's content schedule — which pillar is due each day, what type of content to capture, and the recommended post time. (4) Flag any upcoming camps, events, or recruiting milestones worth building content around. (5) Suggest one graphic or video edit to produce this week. Keep it concise, actionable, and consistent with his QB brand and pro-athlete goal.","1","0","1","{""completed"":1}"
